name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,Third Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,Third Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,Third Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Maruti Baleno Alpha 1.3,2018,740000,38817,Diesel,Dealer,Manual,Third Owner,27.39 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Honda Jazz VX,2016,550000,56494,Petrol,Trustmark Dealer,Manual,Third Owner,18.2 kmpl,1199 CC,88.7 bhp,110Nm@ 4800rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Maruti Swift AMT VVT VXI,2019,650000,5621,Petrol,Trustmark Dealer,Automatic,Third Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,Third Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,Second Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,Second Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,Third Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,Third Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,Second Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,Second Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Jaguar XE 2016-2019 2.0L Diesel Prestige,2017,2625000,9000,Diesel,Dealer,Automatic,Second Owner,13.6 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Lexus ES 300h,2019,5150000,20000,Petrol,Dealer,Automatic,Second Owner,22.37 kmpl,2487 CC,214.56 bhp,202Nm@ 3600-5200rpm,5
Jaguar XF 2.0 Diesel Portfolio,2017,3200000,45000,Diesel,Dealer,Automatic,Second Owner,19.33 kmpl,1999 CC,177 bhp,430Nm@ 1750-2500rpm,5
Tata Safari Storme EX,2015,503000,110000,Diesel,Individual,Manual,Second Owner,14.1 kmpl,2179 CC,147.94 bhp,320Nm@ 1500-3000rpm,7
Volvo XC40 D4 Inscription BSIV,2019,3800000,20000,Diesel,Individual,Automatic,Second Owner,18.0 kmpl,1969 CC,190 bhp,400Nm,5
Toyota Camry 2.5 Hybrid,2016,2000000,68089,Petrol,Trustmark Dealer,Automatic,Second Owner,19.16 kmpl,2494 CC,157.7 bhp,213Nm@ 4500rpm,5
Maruti Wagon R LXI,2013,225000,58343,Petrol,Trustmark Dealer,Manual,Second Owner,21.79 kmpl,998 CC,67.05 bhp,90Nm@ 3500rpm,5
Toyota Innova 2.5 VX (Diesel) 7 Seater,2013,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99 kmpl,2494 CC,100.6 bhp,200Nm@ 1200-3600rpm,7
Toyota Etios VX,2017,625000,25538,Petrol,Trustmark Dealer,Manual,Second Owner,16.78 kmpl,1496 CC,88.73 bhp,132Nm@ 3000rpm,5
Maruti Swift AMT ZXI,2018,600000,69779,Petrol,Dealer,Automatic,Second Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Hyundai Grand i10 1.2 CRDi Sportz,2017,450000,56290,Diesel,Dealer,Manual,Second Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
BMW X4 M Sport X xDrive20d,2019,5400000,7500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
BMW X4 M Sport X xDrive20d,2019,5500000,8500,Diesel,Dealer,Automatic,Second Owner,16.78 kmpl,1995 CC,190 bhp,400Nm@ 1750-2500rpm,5
Honda Amaze V CVT Petrol BSIV,2019,779000,7032,Petrol,Trustmark Dealer,Automatic,Second Owner,19.0 kmpl,1199 CC,88.76 bhp,110Nm@ 4800rpm,5
Skoda Rapid 1.6 MPI AT Elegance,2016,645000,11000,Petrol,Dealer,Automatic,Second Owner,14.3 kmpl,1598 CC,103.5 bhp,153Nm@ 3800rpm,5
Volvo V40 D3 R-Design,2018,2475000,2000,Diesel,Dealer,Automatic,Second Owner,16.8 kmpl,1984 CC,150 bhp,350Nm@ 1500-2750rpm,5
Tata Indigo CS eLX BS IV,2017,385000,155000,Diesel,Individual,Manual,Second Owner,25.0 kmpl,1396 CC,69.01 bhp,140Nm@ 1800-3000rpm,5
Hyundai Grand i10 1.2 CRDi Sportz Option,2018,550000,50000,Diesel,Individual,Manual,Third Owner,24.0 kmpl,1186 CC,73.97 bhp,190.24nm@ 1750-2250rpm,5
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,2010,270000,185000,Diesel,Individual,Manual,Third Owner,14.8 kmpl,2499 CC,80 bhp,"19@ 1,800(kgm@ rpm)",7
Tata Indigo CS LS (TDI) BS III,2013,200000,175000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1396 CC,69 bhp,135Nm@ 2500rpm,5
Renault KWID RXT Optional,2016,310000,11500,Petrol,Individual,Manual,Third Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Hyundai Xcent 1.2 CRDi S,2019,700000,3000,Diesel,Individual,Manual,First Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Chevrolet Sail LT ABS,2015,480000,80000,Diesel,Individual,Manual,Second Owner,22.1 kmpl,1248 CC,74 bhp,190Nm@ 1750rpm,5
Maruti Alto LXI,2005,90000,40000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Alto LXI,2005,80000,40000,Petrol,Individual,Manual,Second Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Ritz VDi,2015,350000,90000,Diesel,Individual,Manual,First Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,2017,600000,100000,Diesel,Individual,Manual,First Owner,23.65 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Scorpio M2DI,2011,350000,120000,Diesel,Individual,Manual,First Owner,13.5 kmpl,2179 CC,115 bhp,277.5Nm@ 1700-2200rpm,5
Maruti Vitara Brezza VDi Option,2018,770000,50000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Verito 1.5 D6 BSIV,2012,350000,25000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Mahindra Scorpio VLX 2WD AIRBAG BSIV,2011,600000,50000,Diesel,Individual,Manual,First Owner,12.05 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,8
Mahindra TUV 300 T8,2016,750000,71000,Diesel,Individual,Manual,First Owner,18.49 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Maruti Wagon R VXI BS IV,2016,340000,40000,Petrol,Individual,Manual,First Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Elite i20 Petrol Sportz,2018,650000,31800,Petrol,Individual,Manual,First Owner,18.6 kmpl,1197 CC,81.86 bhp,114.73nm@ 4000rpm,5
Hyundai i10 Sportz,2014,300000,65000,Petrol,Individual,Manual,First Owner,20.36 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Alto 800 LXI,2014,204999,15000,Petrol,Individual,Manual,Second Owner,22.74 kmpl,796 CC,47.3 bhp,69Nm@ 3500rpm,5
Mahindra Verito 1.5 D4 BSIII,2012,254999,70000,Diesel,Individual,Manual,Second Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Ford Figo Aspire 1.2 Ti-VCT Titanium,2017,650000,5000,Petrol,Individual,Manual,First Owner,18.16 kmpl,1196 CC,86.8 bhp,112Nm@ 4000rpm,5
Hyundai EON Magna Plus,2017,280000,50000,Petrol,Individual,Manual,First Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Tata Indica V2 DLS,2011,100000,80000,Diesel,Individual,Manual,First Owner,17.2 kmpl,1396 CC,53.5 bhp,"8.5@ 2,500(kgm@ rpm)",5
Chevrolet Tavera Neo 3 9 Str BSIII,2014,575000,70000,Diesel,Individual,Manual,First Owner,13.58 kmpl,2499 CC,72.4 bhp,171Nm@ 1800rpm,9
Maruti Vitara Brezza VDi,2017,780000,40000,Diesel,Individual,Manual,First Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Mahindra Bolero 2011-2019 ZLX,2013,467000,157000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Mahindra Scorpio S10 7 Seater,2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.4 kmpl,2179 CC,120 bhp,280Nm@ 1800-2800rpm,7
Hyundai i10 Magna 1.1L,2011,225000,80000,Petrol,Individual,Manual,First Owner,19.81 kmpl,1086 CC,68.05 bhp,99.04Nm@ 4500rpm,5
Hyundai Santro GLS I - Euro II,2004,90000,90000,Petrol,Individual,Manual,First Owner,,,,,
Hyundai Santro Xing XG AT eRLX Euro III,2004,80000,80000,Petrol,Individual,Automatic,First Owner,,,,,
Toyota Etios Liva GD,2012,300000,80000,Diesel,Individual,Manual,First Owner,,,,,
Mahindra Verito 1.5 D4 BSIV,2012,260000,70000,Diesel,Individual,Manual,First Owner,21.03 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Chevrolet Spark 1.0 E,2009,90000,50000,Petrol,Individual,Manual,First Owner,16.0 kmpl,995 CC,63 bhp,"9.2@ 4,200(kgm@ rpm)",5
Ford Figo Diesel ZXI,2012,280000,60000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Mahindra Verito 1.5 D4 BSIII,2014,350000,106000,Diesel,Individual,Manual,First Owner,20.8 kmpl,1461 CC,65 bhp,160Nm@ 2000rpm,5
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2006,229999,80000,Diesel,Individual,Manual,First Owner,10.5 kmpl,2179 CC,120 bhp,290Nm@ 1800-2800rpm,7
Mahindra Bolero 2011-2019 DI NON AC BS III White,2016,550000,80000,Diesel,Individual,Manual,First Owner,15.96 kmpl,2523 CC,63 bhp,180Nm@ 1440-1500rpm,9
Toyota Innova 2.5 VX (Diesel) 8 Seater BS IV,2013,850000,110000,Diesel,Individual,Manual,First Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,8
Mahindra Bolero DI,2011,370000,120000,Diesel,Individual,Manual,First Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Maruti Alto K10 LXI,2013,250000,27000,Petrol,Individual,Manual,Third Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Alto LXi,2007,95000,70000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Maruti Wagon R LXI Minor,2010,180000,70000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Mahindra NuvoSport N8 AMT,2016,650000,50000,Diesel,Individual,Automatic,Third Owner,17.45 kmpl,1493 CC,100 bhp,240Nm@ 1600-2800rpm,7
Hyundai Xcent 1.2 CRDi E,2018,530000,60000,Diesel,Individual,Manual,Third Owner,25.4 kmpl,1186 CC,73.97 bhp,190.25nm@ 1750-2250rpm,5
Maruti Swift VVT ZXI,2017,610000,15000,Petrol,Individual,Manual,Third Owner,22.0 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Maruti Zen Estilo VXI BSIV W ABS,2011,200000,40000,Petrol,Individual,Manual,Third Owner,,,,,
Mahindra Xylo E4 8S,2010,265000,135000,Diesel,Individual,Manual,Third Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
Tata Tiago 1.2 Revotron XZ WO Alloy,2018,560000,26300,Petrol,Individual,Manual,Third Owner,23.84 kmpl,1199 CC,84 bhp,114Nm@ 3500rpm,5
Mahindra Bolero 2011-2019 SLE,2014,430000,120000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Maruti Swift Dzire VDI,2017,711000,35000,Diesel,Individual,Manual,Third Owner,28.4 kmpl,1248 CC,74.02 bhp,190Nm@ 2000rpm,5
Maruti Swift Dzire VXI,2015,511000,30000,Petrol,Individual,Manual,Third Owner,20.85 kmpl,1197 CC,83.14 bhp,115Nm@ 4000rpm,5
Mahindra Bolero 2011-2019 ZLX,2012,450000,165000,Diesel,Individual,Manual,Third Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1400-2200rpm,7
Tata Zest Revotron 1.2 XT,2015,325000,50000,Petrol,Individual,Manual,Third Owner,17.57 kmpl,1193 CC,88.7 bhp,140Nm@ 1500-4000rpm,5
Renault Scala Diesel RxZ,2013,434999,120000,Diesel,Individual,Manual,Third Owner,21.64 kmpl,1461 CC,84.8 bhp,200Nm@ 2000rpm,5
Ford Figo Diesel LXI,2010,210000,100000,Diesel,Individual,Manual,First Owner,20.0 kmpl,1399 CC,68 bhp,160Nm@ 2000rpm,5
Maruti Omni BSIII 8-STR W/ IMMOBILISER,2009,140000,90000,Petrol,Individual,Manual,Third Owner,,,,,
Maruti SX4 Vxi BSIII,2007,160000,120000,Petrol,Individual,Manual,First Owner,15.0 kmpl,1586 CC,104.68 bhp,"145@ 4,100(kgm@ rpm)",5
Maruti Ertiga VXI Limited Edition,2017,650000,70000,Petrol,Individual,Manual,Second Owner,17.5 kmpl,1373 CC,91.1 bhp,130Nm@ 4000rpm,7
Maruti Swift VDI BSIV,2008,250000,90000,Diesel,Individual,Manual,Second Owner,,,,,
Hyundai i20 Sportz 1.2,2014,320000,72000,Petrol,Individual,Manual,Third Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Renault KWID Climber 1.0 MT,2017,290000,50000,Petrol,Individual,Manual,Third Owner,23.01 kmpl,999 CC,67 bhp,91Nm@ 4250rpm,5
Mahindra Jeep Classic,1996,163000,5000,Diesel,Individual,Manual,Second Owner,,,,,
Maruti Alto LX,2006,100000,40000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Renault KWID RXT Optional,2019,395000,10000,Petrol,Individual,Manual,First Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Wagon R VXI Minor,2010,200000,65000,Petrol,Individual,Manual,First Owner,18.9 kmpl,1061 CC,67 bhp,84Nm@ 3500rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,2019,450000,10000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Mahindra Verito 1.4 G4 BSIV,2012,180000,110000,Petrol,Individual,Manual,Second Owner,13.87 kmpl,1390 CC,75 bhp,110Nm@ 3000rpm,5
Mahindra Bolero DI,2008,190000,120000,Diesel,Individual,Manual,Second Owner,13.6 kmpl,2523 CC,63 bhp,180 Nm at 1440-1500rpm,7
Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Maruti Ritz VDi,2014,351000,89100,Diesel,Individual,Manual,Second Owner,23.2 kmpl,1248 CC,73.94 bhp,190Nm@ 2000rpm,5
Chevrolet Optra 1.6 LT Royale,2006,190000,94000,Petrol,Individual,Manual,Second Owner,17.4 kmpl,1599 CC,104 bhp,148Nm@ 3500rpm,5
Hyundai EON Magna Plus,2015,225000,120000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,814 CC,55.2 bhp,74.5Nm@ 4000rpm,5
Chevrolet Spark 1.0 LT,2012,130000,110000,Petrol,Individual,Manual,First Owner,16.2 kmpl,995 CC,62.1 bhp,90.3Nm@ 4200rpm,5
Maruti Ciaz Alpha Diesel,2018,1000000,50000,Diesel,Individual,Manual,First Owner,28.09 kmpl,1248 CC,88.50 bhp,200Nm@ 1750rpm,5
Tata Indica V2 DLS TC,2004,55000,90000,Diesel,Individual,Manual,First Owner,16.8 kmpl,1405 CC,62 bhp,"12.5@ 2,500(kgm@ rpm)",5
Chevrolet Sail 1.2 LT ABS,2014,330000,23000,Petrol,Individual,Manual,First Owner,18.2 kmpl,1199 CC,82.4 bhp,108.5Nm@ 5000rpm,5
Maruti Omni MPI STD BSIV,2013,166000,50000,Petrol,Individual,Manual,First Owner,16.8 kmpl,796 CC,34.2 bhp,59Nm@ 2500rpm,5
Mahindra Xylo D4 BSIII,2013,200000,300000,Diesel,Individual,Manual,First Owner,14.0 kmpl,2498 CC,112 bhp,260 Nm at 1800-2200 rpm,8
Maruti Alto K10 2010-2014 VXI,2011,140000,50000,Petrol,Individual,Manual,First Owner,20.92 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Maruti Eeco CNG 5 Seater AC BSIV,2017,370000,140000,CNG,Individual,Manual,First Owner,21.94 km/kg,1196 CC,61.7 bhp,85Nm@ 3000rpm,5
Hyundai Elite i20 Sportz Plus CVT BSIV,2019,720000,16000,Petrol,Individual,Automatic,First Owner,17.4 kmpl,1197 CC,81.86 bhp,117nm@ 4000rpm,5
Hyundai i20 Active 1.4,2015,500000,126000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.73 bhp,219.66nm@ 1500-2750rpm,5
Hyundai Xcent 1.2 VTVT SX,2019,570000,15000,Petrol,Individual,Manual,First Owner,20.14 kmpl,1197 CC,81.86 bhp,113.75nm@ 4000rpm,5
Maruti Swift Dzire 1.2 Vxi BSIV,2010,210000,200000,Petrol,Individual,Manual,First Owner,17.5 kmpl,1197 CC,85.8 bhp,114Nm@ 4000rpm,5
Maruti Alto LXi,2009,120000,120000,Petrol,Individual,Manual,First Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Hyundai Getz GLX,2005,95000,120000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
Hyundai i10 Sportz AT,2010,196000,110000,Petrol,Individual,Automatic,First Owner,16.95 kmpl,1197 CC,78.9 bhp,111.8Nm@ 4000rpm,5
Maruti Eeco 5 Seater AC BSIV,2016,392000,38000,Petrol,Individual,Manual,First Owner,15.37 kmpl,1196 CC,73 bhp,101Nm@ 3000rpm,5
Tata Manza Aura Plus Safire,2010,150000,104000,Petrol,Individual,Manual,Third Owner,15.0 kmpl,1368 CC,90 bhp,116Nm@ 4750rpm,5
Honda BR-V i-VTEC E MT,2017,595000,120000,Petrol,Individual,Manual,Third Owner,15.4 kmpl,1497 CC,117.3 bhp,145Nm@ 4600rpm,7
Maruti Vitara Brezza ZDi Plus AMT Dual Tone,2018,833000,35000,Diesel,Individual,Automatic,Third Owner,24.3 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Maruti Swift VDI,2011,280000,210000,Diesel,Individual,Manual,Third Owner,22.9 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti 800 Std BSII,2003,35000,35000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,796 CC,37 bhp,59Nm@ 2500rpm,4
Maruti Ritz VDi,2009,180000,85000,Diesel,Individual,Manual,Third Owner,21.1 kmpl,1248 CC,73.9 bhp,113Nm@ 4500rpm,5
Maruti Wagon R VXi BSII,2012,225000,80000,Petrol,Individual,Manual,Third Owner,18.9 kmpl,998 CC,67.1 bhp,90Nm@ 3500rpm,5
Mercedes-Benz New C-Class 220 CDI AT,2012,1400000,50000,Diesel,Individual,Automatic,Third Owner,14.84 kmpl,2143 CC,170 bhp,400Nm@ 1400-2800rpm,5
Hyundai i20 Era Diesel,2009,340000,40000,Diesel,Individual,Manual,Third Owner,23.0 kmpl,1396 CC,90 bhp,22.4 kgm at 1750-2750rpm,5
Toyota Innova 2.5 GX 8 STR,2010,550000,216000,Diesel,Individual,Manual,Third Owner,12.8 kmpl,2494 CC,102 bhp,20.4@ 1400-3400(kgm@ rpm),8
Maruti Wagon R VXI BS IV,2017,400000,65000,Petrol,Individual,Manual,Second Owner,20.51 kmpl,998 CC,67.04 bhp,90Nm@ 3500rpm,5
Hyundai Getz GLE,2006,90000,100000,Petrol,Individual,Manual,Third Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,Third Owner,28.09 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2012,730000,210000,Diesel,Individual,Manual,Third Owner,12.99 kmpl,2494 CC,100 bhp,200Nm@ 1400-3400rpm,7
Chevrolet Aveo U-VA 1.2 LS,2010,125000,60000,Petrol,Individual,Manual,Third Owner,15.26 kmpl,1150 CC,74.9 bhp,110Nm@ 4400rpm,5
Hyundai Getz GLE,2006,81000,100000,Petrol,Individual,Manual,Second Owner,15.3 kmpl,1341 CC,83 bhp,115Nm@ 3200rpm,5
Maruti Swift Glam,2007,170000,78000,Petrol,Individual,Manual,Second Owner,16.1 kmpl,1298 CC,88.2 bhp,"11.5@ 4,500(kgm@ rpm)",5
Honda City 1.5 EXI,2002,81000,161000,Petrol,Individual,Manual,Second Owner,13.0 kmpl,1493 CC,100 bhp,13.1kgm@ 4600rpm,5
Maruti Alto LX,2005,95000,70000,Petrol,Individual,Manual,Third Owner,19.7 kmpl,796 CC,46.3 bhp,62Nm@ 3000rpm,5
Tata Nano Cx BSIV,2010,55000,50000,Petrol,Individual,Manual,Third Owner,26.0 kmpl,624 CC,35 bhp,"48@ 3,000+/-500(NM@ rpm)",4
Renault Lodgy World Edition 110PS,2017,880000,65000,Diesel,Individual,Manual,Second Owner,19.98 kmpl,1461 CC,108.5 bhp,245Nm@ 1750rpm,8
Renault KWID RXL,2015,200000,50000,Petrol,Individual,Manual,Second Owner,25.17 kmpl,799 CC,53.3 bhp,72Nm@ 4386rpm,5
Maruti Wagon R VXI 1.2,2019,480000,25000,Petrol,Individual,Manual,Second Owner,20.52 kmpl,1197 CC,81.80 bhp,113Nm@ 4200rpm,5
Mahindra Bolero 2011-2019 Plus AC,2013,480000,100000,Diesel,Individual,Manual,Second Owner,15.96 kmpl,2523 CC,62.1 bhp,195Nm@ 1440-2200rpm,9
Hyundai i20 1.2 Asta,2018,700000,6000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Honda BRV i-DTEC V MT,2016,850000,72113,Diesel,Individual,Manual,Second Owner,21.9 kmpl,1498 CC,98.6 bhp,200Nm@ 1750rpm,7
Tata Indigo CR4,2012,300000,40000,Diesel,Individual,Manual,Second Owner,23.57 kmpl,1396 CC,70 bhp,140Nm@ 1800-3000rpm,5
Hyundai i20 1.2 Asta Option,2017,650000,8000,Petrol,Individual,Manual,Second Owner,18.6 kmpl,1197 CC,81.83 bhp,114.7Nm@ 4000rpm,5
Maruti Ritz VXI,2010,220000,20000,Petrol,Individual,Manual,Second Owner,21.1 kmpl,1197 CC,85.80 bhp,114Nm@ 4000rpm,5
Tata Indigo CS LS (TDI) BS-III,2014,300000,45000,Diesel,Individual,Manual,Second Owner,19.09 kmpl,1405 CC,69.01 bhp,135Nm@ 2500rpm,5
Maruti Swift Dzire VDI,2014,450000,80000,Diesel,Individual,Manual,Second Owner,23.4 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti Swift VDI BSIV,2014,400000,90000,Diesel,Individual,Manual,Third Owner,25.2 kmpl,1248 CC,74 bhp,190Nm@ 2000rpm,5
Maruti S-Cross 2017-2020 Alpha DDiS 200 SH,2018,1030000,25000,Diesel,Individual,Manual,Third Owner,25.1 kmpl,1248 CC,88.5 bhp,200Nm@ 1750rpm,5
Tata Manza Aura Quadrajet,2010,190000,100000,Diesel,Individual,Manual,Second Owner,18.8 kmpl,1248 CC,90 bhp,200Nm@ 1750-3000rpm,5
Ford Fiesta 1.4 Duratec EXI,2006,140000,60000,Petrol,Individual,Manual,Second Owner,16.6 kmpl,1388 CC,68 bhp,"16.3@ 2,000(kgm@ rpm)",5
Hyundai i20 Active S Diesel,2018,800000,30000,Diesel,Individual,Manual,First Owner,21.19 kmpl,1396 CC,88.76 bhp,219.66nm@ 1500-2750rpm,5
Mahindra Scorpio LX 2.6 Turbo,2007,229999,120000,Diesel,Individual,Manual,Third Owner,10.5 kmpl,2609 CC,120 bhp,290Nm@ 1800-2800rpm,7
